time,X_desired,Y_desired,Z_desired,Roll_desired,Pitch_desired,Yaw_desired,L1_desired,L2_desired,L3_desired,L4_desired,L5_desired,L6_desired,L1_actual,L2_actual,L3_actual,L4_actual,L5_actual,L6_actual,L1_error,L2_error,L3_error,L4_error,L5_error,L6_error,dL1_desired_mm,vL1_desired_mm_s,dirL1_desired,dL1_actual_mm,vL1_actual_mm_s,dirL1_actual,L1_actual_prev,L1_actual_prev2,L1_desired_prev,vL1_actual_prev_mm_s,dirL1_actual_prev,errorL1_prev_mm,dL2_desired_mm,vL2_desired_mm_s,dirL2_desired,dL2_actual_mm,vL2_actual_mm_s,dirL2_actual,L2_actual_prev,L2_actual_prev2,L2_desired_prev,vL2_actual_prev_mm_s,dirL2_actual_prev,errorL2_prev_mm,dL3_desired_mm,vL3_desired_mm_s,dirL3_desired,dL3_actual_mm,vL3_actual_mm_s,dirL3_actual,L3_actual_prev,L3_actual_prev2,L3_desired_prev,vL3_actual_prev_mm_s,dirL3_actual_prev,errorL3_prev_mm,dL4_desired_mm,vL4_desired_mm_s,dirL4_desired,dL4_actual_mm,vL4_actual_mm_s,dirL4_actual,L4_actual_prev,L4_actual_prev2,L4_desired_prev,vL4_actual_prev_mm_s,dirL4_actual_prev,errorL4_prev_mm,dL5_desired_mm,vL5_desired_mm_s,dirL5_desired,dL5_actual_mm,vL5_actual_mm_s,dirL5_actual,L5_actual_prev,L5_actual_prev2,L5_desired_prev,vL5_actual_prev_mm_s,dirL5_actual_prev,errorL5_prev_mm,dL6_desired_mm,vL6_desired_mm_s,dirL6_desired,dL6_actual_mm,vL6_actual_mm_s,dirL6_actual,L6_actual_prev,L6_actual_prev2,L6_desired_prev,vL6_actual_prev_mm_s,dirL6_actual_prev,errorL6_prev_mm
0.0500001907348633,1.57054400444031,0,323.5,0,0,0,43.2028503417969,42.9087829589844,43.6466064453125,43.4559936523438,43.008544921875,43.4932556152344,42.4477767944336,42.334056854248,42.5117950439453,42.490966796875,42.4637794494629,42.3445777893066,0.755073547363281,0.574726104736328,1.13481140136719,0.96502685546875,0.544765472412109,1.14867782592773,-0.046844482421896316,-1.561447008710737,-1,-0.38152313232419743,-12.717146671752108,-1,42.8292999267578,43.1791191101074,43.2496948242188,-17.491392875875828,-1.0,0.42039489746100145,-0.22332763671869316,-7.444084175724473,-1,-0.3581275939942046,-11.937313243056368,-1,42.6921844482422,43.0822677612305,43.1321105957031,-19.504649277574472,-1.0,0.43992614746089487,0.21932983398440342,7.310827134593104,1,-0.3916397094726989,-13.054358191876306,-1,42.903434753418,43.2688751220703,43.4272766113281,-18.27247150827117,-1.0,0.5238418579100994,0.10504150390629974,3.5013033250700043,1,-0.3746910095214986,-12.489414457372211,-1,42.8656578063965,43.2143211364746,43.3509521484375,-17.433598779265512,-1.0,0.4852943420410014,-0.1634521484375,-5.448280246678112,-1,-0.3819389343262003,-12.731006421261045,-1,42.8457183837891,43.185619354248,43.1719970703125,-16.9954699346674,-1.0,0.326278686523402,0.12738037109380684,4.245915188507205,1,-0.40909957885750003,-13.636340517518027,-1,42.7536773681641,43.0775032043457,43.3658752441406,-16.191693290733024,-1.0,0.6121978759764986
0.0799999237060547,2.51221346855164,0,323.5,0,0,0,43.15869140625,42.6881408691406,43.8683166503906,43.5635375976562,42.8478088378906,43.6231384277344,42.2431678771973,42.2088661193848,42.4801864624023,42.3266372680664,42.3056526184082,42.2623596191406,0.915523529052734,0.479274749755859,1.38813018798828,1.23690032958984,0.542156219482422,1.36077880859375,-0.04415893554690342,-1.4719776202444548,-1,-0.2046089172362997,-6.820357948945235,-1,42.4477767944336,42.8292999267578,43.2028503417969,-12.717146671752108,-1.0,0.7550735473633026,-0.22064208984380684,-7.35480179292557,-1,-0.12519073486319598,-4.173061639695795,-1,42.334056854248,42.6921844482422,42.9087829589844,-11.937313243056368,-1.0,0.5747261047364063,0.22171020507809658,7.390405950979758,1,-0.03160858154299717,-1.0536287630743495,-1,42.5117950439453,42.903434753418,43.6466064453125,-13.054358191876306,-1.0,1.1348114013672017,0.10754394531240052,3.584830085510243,1,-0.16432952880860086,-5.477699717074339,-1,42.490966796875,42.8656578063965,43.4559936523438,-12.489414457372211,-1.0,0.9650268554687997,-0.16073608398440342,-5.357917156754612,-1,-0.1581268310546946,-5.27094128492887,-1,42.4637794494629,42.8457183837891,43.008544921875,-12.731006421261045,-1.0,0.5447654724121023,0.1298828125,4.3294656197348775,1,-0.08221817016600141,-2.740630066439429,-1,42.3445777893066,42.7536773681641,43.4932556152344,-13.636340517518027,-1.0,1.1486778259278054
0.109999656677246,3.45299053192139,0,323.5,0,0,0,43.1172180175781,42.47021484375,44.0923461914062,43.6736450195312,42.6897888183594,43.7554931640625,42.3198738098145,42.2578353881836,42.5745086669922,42.3812789916992,42.3273391723633,42.4569129943848,0.797344207763672,0.212379455566406,1.51783752441406,1.29236602783203,0.362449645996094,1.29858016967773,-0.04147338867190342,-1.3824585942724978,-1,0.07670593261720171,2.55688717932464,1,42.2431678771973,42.4477767944336,43.15869140625,-6.820357948945235,-1.0,0.9155235290526988,-0.21792602539059658,-7.264265505292019,-1,0.0489692687987997,1.6323234892065481,1,42.2088661193848,42.334056854248,42.6881408691406,-4.173061639695795,-1.0,0.4792747497557954,0.22402954101560368,7.467717837046715,1,0.0943222045899006,3.1441014718523688,1,42.4801864624023,42.5117950439453,43.8683166503906,-1.0536287630743495,-1.0,1.3881301879882955,0.110107421875,3.670280064850444,1,0.05464172363279829,1.8214070000313225,1,42.3266372680664,42.490966796875,43.5635375976562,-5.477699717074339,-1.0,1.2369003295898011,-0.15802001953119316,-5.267380869121054,-1,0.02168655395509944,0.7228915662657734,1,42.3056526184082,42.4637794494629,42.8478088378906,-5.27094128492887,-1.0,0.5421562194823935,0.13235473632809658,4.411863814094501,1,0.19455337524420457,6.485170232382866,1,42.2623596191406,42.3445777893066,43.6231384277344,-2.740630066439429,-1.0,1.3607788085938068
0.139999389648438,4.39254093170166,0,323.5,0,0,0,43.0784606933594,42.2550659179688,44.3185729980469,43.7861938476562,42.5345458984375,43.8902893066406,42.5082817077637,42.1828346252441,42.7669410705566,42.6086158752441,42.5047798156738,42.7910308837891,0.570178985595703,0.0722312927246094,1.55163192749023,1.17757797241211,0.0297660827636719,1.09925842285156,-0.03875732421869316,-1.2919223066388907,-1,0.18840789794919743,6.280319165844604,1,42.3198738098145,42.2431678771973,43.1172180175781,2.55688717932464,1.0,0.7973442077635937,-0.21514892578120026,-7.17169469434286,-1,-0.07500076293950286,-2.500047684141863,-1,42.2578353881836,42.2088661193848,42.47021484375,1.6323234892065481,1.0,0.21237945556639914,0.22622680664070316,7.5409606764814585,1,0.19243240356439628,6.414470547094013,1,42.5745086669922,42.4801864624023,44.0923461914062,3.1441014718523688,1.0,1.5178375244139986,0.112548828125,3.7516609975521393,1,0.22733688354490056,7.577963569315984,1,42.3812789916992,42.3266372680664,43.6736450195312,1.8214070000313225,1.0,1.2923660278320028,-0.15524291992190342,-5.174810058175495,-1,0.17744064331049714,5.914740757222372,1,42.3273391723633,42.3056526184082,42.6897888183594,0.7228915662657734,1.0,0.36244964599610086,0.13479614257809658,4.4932447467961785,1,0.3341178894042969,11.137362113360874,1,42.4569129943848,42.2623596191406,43.7554931640625,6.485170232382866,1.0,1.2985801696776988
0.170000076293945,5.33056020736694,0,323.5,0,0,0,43.0423889160156,42.0428161621094,44.546875,43.9011535644531,42.3821411132812,44.0274353027344,42.669807434082,42.1476173400879,43.1038360595703,42.8973007202148,42.5777931213379,43.0735511779785,0.372581481933594,-0.104801177978516,1.44303894042969,1.00385284423828,-0.195652008056641,0.953884124755859,-0.03607177734380684,-1.2023650581747287,-1,0.16152572631830253,5.3840676457481385,1,42.5082817077637,42.3198738098145,43.0784606933594,6.280319165844604,1.0,0.5701789855957031,-0.21224975585939632,-7.07482993197369,-1,-0.03521728515620026,-1.1738826371653899,-1,42.1828346252441,42.2578353881836,42.2550659179688,-2.500047684141863,-1.0,0.07223129272470175,0.22830200195309658,7.609892555152159,1,0.3368949890137003,11.229575942527791,1,42.7669410705566,42.5745086669922,44.3185729980469,6.414470547094013,1.0,1.5516319274903054,0.11495971679689632,3.8319028546005973,1,0.2886848449707031,9.6226079216736,1,42.6086158752441,42.3812789916992,43.7861938476562,7.577963569315984,1.0,1.1775779724121023,-0.15240478515629974,-5.080043232247964,-1,0.07301330566409803,2.4337211520134563,1,42.5047798156738,42.3273391723633,42.5345458984375,5.914740757222372,1.0,0.029766082763700297,0.13714599609380684,4.571428571430589,1,0.2825202941894034,9.417127598701628,1,42.7910308837891,42.4569129943848,43.8902893066406,11.137362113360874,1.0,1.0992584228514986
0.199999809265137,6.26665592193604,0,323.5,0,0,0,43.009033203125,41.8334655761719,44.7771911621094,44.0184631347656,42.2326354980469,44.1669006347656,42.8934707641602,42.1199340820312,43.4075584411621,43.1920356750488,42.6227111816406,43.3861923217773,0.115562438964844,-0.286468505859375,1.36963272094727,0.826427459716797,-0.39007568359375,0.780708312988281,-0.03335571289059658,-1.1118669930371465,-1,0.22366333007819605,7.455510697144354,1,42.669807434082,42.5082817077637,43.0423889160156,5.3840676457481385,1.0,0.37258148193359375,-0.2093505859375,-6.978414979177789,-1,-0.02768325805669747,-0.9227834822156925,-1,42.1476173400879,42.1828346252441,42.0428161621094,-1.1738826371653899,-1.0,-0.10480117797849431,0.23031616210940342,7.6772737387552885,1,0.303722381591804,10.124169501223934,1,43.1038360595703,42.7669410705566,44.546875,11.229575942527791,1.0,1.4430389404297017,0.1173095703125,3.9103538163206157,1,0.2947349548339986,9.824585942715736,1,42.8973007202148,42.6086158752441,43.9011535644531,9.6226079216736,1.0,1.0038528442382955,-0.14950561523429684,-4.983564866322758,-1,0.04491806030269885,1.4972820040042545,1,42.5777931213379,42.5047798156738,42.3821411132812,2.4337211520134563,1.0,-0.19565200805669747,0.13946533203119316,4.648885780587391,1,0.3126411437987997,10.421464220998946,1,43.0735511779785,42.7910308837891,44.0274353027344,9.417127598701628,1.0,0.953884124755902
0.229999542236328,7.20052480697632,0,323.5,0,0,0,42.9783630371094,41.6271362304688,45.0094299316406,44.1380920410156,42.0860290527344,44.3085632324219,42.8997230529785,42.1620903015137,43.7470626831055,43.4645690917969,42.6233825683594,43.6998443603516,0.0786399841308594,-0.534954071044922,1.26236724853516,0.67352294921875,-0.537353515625,0.608718872070312,-0.03067016601559658,-1.0223479670652207,-1,0.006252288818302532,0.2084114823390815,0,42.8934707641602,42.669807434082,43.009033203125,7.455510697144354,1.0,0.11556243896480112,-0.20632934570310368,-6.877706074958853,-1,0.042156219482500035,1.4052198238892002,1,42.1199340820312,42.1476173400879,41.8334655761719,-0.9227834822156925,-1.0,-0.28646850585929684,0.23223876953119316,7.741361223255358,1,0.3395042419433949,11.316908796135747,1,43.4075584411621,43.1038360595703,44.7771911621094,10.124169501223934,1.0,1.3696327209473012,0.11962890625,3.9876657023874413,1,0.2725334167481037,9.084528085960631,1,43.1920356750488,42.8973007202148,44.0184631347656,9.824585942715736,1.0,0.8264274597167969,-0.1466064453125,-4.8869250087421605,-1,0.0006713867188068434,0.02237975649488554,0,42.6227111816406,42.5777931213379,42.2326354980469,1.4972820040042545,1.0,-0.39007568359369316,0.14166259765630684,4.722128620022941,1,0.3136520385742969,10.455161013449677,1,43.3861923217773,43.0735511779785,44.1669006347656,10.421464220998946,1.0,0.7807083129882955
0.260000228881836,8.13186550140381,0,323.5,0,0,0,42.9504089355469,41.4238586425781,45.2434387207031,44.2599487304688,41.9423828125,44.4523620605469,43.0000228881836,42.1229057312012,44.0720748901367,43.6967620849609,42.6007270812988,43.9374618530273,-0.0496139526367188,-0.699047088623047,1.17136383056641,0.563186645507812,-0.658344268798828,0.514900207519531,-0.0279541015625,-0.9317820586178336,-1,0.10029983520509944,3.3432513192199655,1,42.8997230529785,42.8934707641602,42.9783630371094,0.2084114823390815,0.0,0.07863998413090201,-0.20327758789070316,-6.775764511414603,-1,-0.0391845703125,-1.3061224489795833,-1,42.1620903015137,42.1199340820312,41.6271362304688,1.4052198238892002,1.0,-0.5349540710449006,0.2340087890625,7.800114438298634,1,0.32501220703120026,10.83349227541311,1,43.7470626831055,43.4075584411621,45.0094299316406,11.316908796135747,1.0,1.2623672485350994,0.12185668945320316,4.061796681291917,1,0.23219299316399855,7.739589293659208,1,43.4645690917969,43.1920356750488,44.1380920410156,9.084528085960631,1.0,0.6735229492186932,-0.14364624023440342,-4.7880984169377845,-1,-0.02265548706060372,-0.7551656176508186,-1,42.6233825683594,42.6227111816406,42.0860290527344,0.02237975649488554,0.0,-0.537353515625,0.143798828125,4.793184563545013,1,0.2376174926757031,7.920401805579389,1,43.6998443603516,43.3861923217773,44.3085632324219,10.455161013449677,1.0,0.6087188720703054
0.289999961853027,9.06028652191162,0,323.5,0,0,0,42.9251098632812,41.2237243652344,45.4791564941406,44.3839416503906,41.8017272949219,44.5982666015625,42.946159362793,42.1174125671387,44.443546295166,43.8904418945312,42.6279830932617,44.1366806030273,-0.0210494995117188,-0.893688201904297,1.03561019897461,0.493499755859375,-0.826255798339844,0.461585998535156,-0.02529907226570316,-0.8433099151248467,-1,-0.053863525390603684,-1.7954668277324086,-1,43.0000228881836,42.8997230529785,42.9504089355469,3.3432513192199655,1.0,-0.049613952636697434,-0.20013427734369316,-6.671201958226884,-1,-0.0054931640625,-0.183107098579015,0,42.1229057312012,42.1620903015137,41.4238586425781,-1.3061224489795833,-1.0,-0.6990470886231037,0.2357177734375,7.857329052357287,1,0.371471405029304,12.382490383698778,1,44.0720748901367,43.7470626831055,45.2434387207031,10.83349227541311,1.0,1.1713638305663991,0.12399291992179684,4.133134119589272,1,0.1936798095702983,6.456051117397963,1,43.6967620849609,43.4645690917969,44.2599487304688,7.739589293659208,1.0,0.5631866455078978,-0.14065551757809658,-4.688558985280609,-1,0.02725601196289773,0.9085418189912522,1,42.6007270812988,42.6233825683594,41.9423828125,-0.7551656176508186,-1.0,-0.6583442687987997,0.14590454101559658,4.8635279905894455,1,0.19921875,6.64068410846561,1,43.9374618530273,43.6998443603516,44.4523620605469,7.920401805579389,1.0,0.5149002075196023
0.319999694824219,9.98548984527588,0,323.5,0,0,0,42.9024658203125,41.0267333984375,45.7164306640625,44.5100402832031,41.6640930175781,44.7461242675781,43.0260009765625,42.1020317077637,44.837215423584,43.9661331176758,42.5090599060059,44.269344329834,-0.12353515625,-1.07529830932617,0.879215240478516,0.543907165527344,-0.844966888427734,0.476779937744141,-0.022644042968700262,-0.7548081508073676,-1,0.07984161376950283,2.661410814762008,1,42.946159362793,43.0000228881836,42.9251098632812,-1.7954668277324086,-1.0,-0.02104949951179691,-0.19699096679690342,-6.566424007375961,-1,-0.015380859375,-0.5126998760212249,-1,42.1174125671387,42.1229057312012,41.2237243652344,-0.183107098579015,0.0,-0.8936882019042969,0.23727416992190342,7.909209396955359,1,0.39366912841799717,13.12242108274856,1,44.443546295166,44.0720748901367,45.4791564941406,12.382490383698778,1.0,1.0356101989745952,0.1260986328125,4.203325174047026,1,0.0756912231446023,2.5230632291722954,1,43.8904418945312,43.6967620849609,44.3839416503906,6.456051117397963,1.0,0.4934997558593963,-0.13763427734380684,-4.58785008106484,-1,-0.11892318725579543,-3.964141526526064,-1,42.6279830932617,42.6007270812988,41.8017272949219,0.9085418189912522,1.0,-0.826255798339794,0.14785766601559658,4.928632736750709,1,0.13266372680669747,4.422163588392306,1,44.1366806030273,43.9374618530273,44.5982666015625,6.64068410846561,1.0,0.4615859985351989
